	vg_image_id	vg_object_id	link_mn	domain	topname	responses	total_responses	split	topname_agreement	jaccard_similarity	raw_responses
8634	2351470	2065785	http://object-naming-amore.upf.edu//2351470_2065785_singleton_obj.png	casa	esmorzar	{'esmorzar': 3, 'entrepà': 2, 'taula': 2, 'dinar': 2, 'menú': 1}	10	test	0.3	0.2	{'esmorzar': 3, 'entrepà': 2, 'taula': 2, 'dinar': 2, 'àpat': 1, 'menú': 1}
8645	2351529	2968694	http://object-naming-amore.upf.edu//2351529_2968694_supercat_unique.png	casa	sofà	{'sofà': 6, 'nois': 2, 'comandament': 1, 'jugar': 1}	10	test	0.6	0.25	{'sofà': 6, 'nois': 2, 'dos nois': 1, 'comandament': 1, 'jugar': 1}
8663	2351597	859582	http://object-naming-amore.upf.edu//2351597_859582_singleton_obj.png	casa	sabó	{'sabó': 3, 'marbre': 2, 'pot': 1, 'terra': 1, 'cremes': 1, 'cosmètics': 1, 'neteja': 1}	10	test	0.3	0.0	{'marbre': 2, 'sabó': 2, 'accessoris de bany': 1, 'pot': 1, 'terra': 1, '--': 1, 'cremes': 1, 'cosmètics': 1, 'neteja mans': 1}
8675	2351639	1790518	http://object-naming-amore.upf.edu//2351639_1790518_singleton_obj.png	vehicles	tren	{'tren': 10}	10	test	1.0	1.0	{'tren': 11}
8690	2351705	2568323	http://object-naming-amore.upf.edu//2351705_2568323_singleton_obj.png	gent	tennista	{'tennista': 8, 'jugador': 1, 'jugador de tennis': 1}	10	test	0.8	0.14285714285714285	{'tenista': 7, 'tennista': 2, 'jugador': 1, 'jugador de tennis': 1}
8740	2351944	857116	http://object-naming-amore.upf.edu//2351944_857116_singleton_obj.png	vehicles	tren	{'tren': 10}	10	test	1.0	1.0	{'tren': 11}
8754	2351996	1863304	http://object-naming-amore.upf.edu//2351996_1863304_singleton_obj.png	casa	taula	{'taula': 5, 'papers': 2, 'fulls': 2}	9	test	0.5555555555555556	0.25	{'taula': 5, 'papers': 2, 'fulls': 2, 'escriptori': 1, 'paper': 1}
8770	2352059	2514809	http://object-naming-amore.upf.edu//2352059_2514809_singleton_obj.png	menjar	pizza	{'pizza': 4, 'coca de recapte': 2, 'coca': 2, 'menjar': 1, 'torrada': 1}	10	test	0.4	0.4	{'pizza': 5, 'coca de recapte': 2, 'coca': 2, 'menjar': 1, 'torrada': 1}
8774	2352074	1844013	http://object-naming-amore.upf.edu//2352074_1844013_singleton_obj.png	casa	taula	{'taula': 3, 'marbre': 2, 'cuinar': 2, 'graella': 1, 'fogons': 1, 'cuina': 1}	10	test	0.3	0.125	{'taula': 4, 'marbre': 2, 'cuinar': 2, 'graella': 1, 'fogons': 1, 'cuina': 1}
8825	2352261	2113566	http://object-naming-amore.upf.edu//2352261_2113566_seed_ambiguous.png	casa	teclats	{'teclats': 2, 'escriptori': 1, 'taula': 1}	4	test	0.5	0.6666666666666666	{'teclat': 7, 'teclats': 2, 'escriptori': 1, 'taula': 1}
8826	2352268	1799666	http://object-naming-amore.upf.edu//2352268_1799666_singleton_obj.png	menjar	pastís	{'pastís': 6, 'menjar': 1, 'pastisset': 1, 'postres': 1, 'coca': 1}	10	test	0.6	0.5	{'pastís': 6, 'tros de pastís': 1, 'menjar': 1, 'pastísset': 1, 'postres': 1, 'coca': 1}
8833	2352286	855110	http://object-naming-amore.upf.edu//2352286_855110_supercat_unique.png	casa	sofà	{'sofà': 7, 'noia': 2, 'noies': 1}	10	test	0.7	0.3333333333333333	{'sofà': 8, 'noia': 2, 'noies': 1}
8843	2352328	854728	http://object-naming-amore.upf.edu//2352328_854728_singleton_obj.png	vehicles	avió	{'avió': 8, 'avioneta': 2}	10	test	0.8	0.5	{'avió': 8, 'avioneta': 3}
8845	2352332	1986752	http://object-naming-amore.upf.edu//2352332_1986752_singleton_obj.png	vehicles	avió	{'avió': 10}	10	test	1.0	0.5	{'avió': 11}
8853	2352365	1774525	http://object-naming-amore.upf.edu//2352365_1774525_singleton_obj.png	menjar	pollastre	{'pollastre': 3, 'menjar': 2, 'cuixa de pollastre': 1, 'gofra': 1}	7	test	0.42857142857142855	0.16666666666666666	{'pastís': 3, 'pollastre': 3, 'menjar': 2, 'cuixa de pollastre': 1, 'tarta': 1, 'gofra': 1}
8866	2352419	3783369	http://object-naming-amore.upf.edu//2352419_3783369_singleton_obj.png	gent	tennista	{'tennista': 8, 'jugadora': 1, 'jugadora de tennis': 1}	10	test	0.8	0.4	{'tenista': 7, 'tennista': 2, 'jugadora': 1, 'jugadora de tennis': 1}
8879	2352471	3583237	http://object-naming-amore.upf.edu//2352471_3583237_supercat_ambiguous.png	gent	dona	{'dona': 3, 'noia': 2, 'forquilla': 1, 'amanida': 1, 'senyora': 1, 'jersei': 1, 'pizza': 1}	10	test	0.3	0.125	{'dona': 3, 'jersei': 2, 'noia': 2, 'forquilla': 1, 'amanida': 1, 'senyora': 1, 'pizza': 1}
8903	2352582	853025	http://object-naming-amore.upf.edu//2352582_853025_singleton_obj.png	animals_plantes	gos	{'gos': 9, 'gossa': 1}	10	test	0.9	0.5	{'gos': 10, 'gossa': 1}
8912	2352618	1674092	http://object-naming-amore.upf.edu//2352618_1674092_singleton_obj.png	roba	camisa	{'camisa': 10}	10	test	1.0	1.0	{'camisa': 11}
8935	2352706	3582142	http://object-naming-amore.upf.edu//2352706_3582142_singleton_obj.png	casa	llit	{'llit': 4, 'vànova': 2, 'manta': 2, 'llençol': 1, 'llençols': 1}	10	test	0.4	0.4	{'llit': 4, 'manta': 3, 'llençol': 1, 'vànova, llençol': 1, 'vànova': 1, 'llençols': 1}
8960	2352782	3581869	http://object-naming-amore.upf.edu//2352782_3581869_singleton_obj.png	animals_plantes	gos	{'gos': 10}	10	test	1.0	1.0	{'gos': 11}
9023	2353050	3781185	http://object-naming-amore.upf.edu//2353050_3781185_singleton_obj.png	vehicles	avió	{'avió': 10}	10	test	1.0	1.0	{'avió': 11}
9024	2353053	1933063	http://object-naming-amore.upf.edu//2353053_1933063_seed_ambiguous.png	casa	taula	{'taula': 5, 'tasses': 3, 'gots': 1}	9	test	0.5555555555555556	0.25	{'taula': 5, 'tasses': 4, 'gots': 1, 'tassa': 1}
9064	2353208	1900140	http://object-naming-amore.upf.edu//2353208_1900140_supercat_unique.png	edificis	casa	{'casa': 1}	1	test	1.0	1.0	{'gat': 8, 'arbre': 2, 'casa': 1}
9071	2353233	3780652	http://object-naming-amore.upf.edu//2353233_3780652_singleton_obj.png	gent	jugador	{'jugador': 3, 'esportista': 2, 'beisbolista': 1, 'noi': 1, 'jugador de beisbol': 1, 'golfista': 1}	9	test	0.3333333333333333	0.2222222222222222	{'jugador': 3, 'esportista': 2, 'jugador de baseball': 1, 'beisvolista,jugador': 1, 'noi': 1, 'jugador de beisbol': 1, 'golfista': 1, 'jugador beisbol': 1}
9077	2353256	847939	http://object-naming-amore.upf.edu//2353256_847939_singleton_obj.png	vehicles	tren	{'tren': 4, 'vagó': 3, 'union jack': 1, 'locomotora': 1, 'vagó de tren': 1}	10	test	0.4	0.4	{'vagó': 3, 'tren': 3, 'union jack': 1, 'locomotora': 1, 'objecte': 1, 'tren, vagoneta': 1, 'vagó de tren': 1}
9088	2353317	847273	http://object-naming-amore.upf.edu//2353317_847273_supercat_unique.png	menjar	entrepà	{'entrepà': 10}	10	test	1.0	0.3333333333333333	{'entrepà': 9, 'entrepa': 1, 'objecte': 1}
9111	2353412	1858075	http://object-naming-amore.upf.edu//2353412_1858075_singleton_obj.png	gent	noia	{'noia': 4, 'persona': 2, 'dona': 1, 'estudiant': 1, 'informàtica': 1, 'noi': 1}	10	test	0.4	0.25	{'noia': 4, 'persona': 2, 'dona': 1, 'estudiant': 1, 'informàtica': 1, 'persona, noia': 1, 'noi': 1}
9148	2353589	2645369	http://object-naming-amore.upf.edu//2353589_2645369_singleton_obj.png	casa	escriptori	{'escriptori': 7, 'taula': 1}	8	test	0.875	1.0	{'escriptori': 7, 'pulcre': 1, 'teclat': 1, 'objecte': 1, 'taula': 1}
9156	2353604	2768859	http://object-naming-amore.upf.edu//2353604_2768859_singleton_obj.png	casa	ganivet	{'ganivet': 9, 'pastanaga': 1}	10	test	0.9	0.5	{'ganivet': 9, 'pastanaga': 1, 'objecte': 1}
9175	2353679	3779413	http://object-naming-amore.upf.edu//2353679_3779413_singleton_obj.png	gent	nena	{'nena': 6, 'esportista': 1, 'tennista': 1, 'nen': 1}	9	test	0.6666666666666666	0.4	{'nena': 6, 'aprendre': 1, 'esportista': 1, 'tenista': 1, 'persona': 1, 'nen, nena': 1}
9201	2353814	2307826	http://object-naming-amore.upf.edu//2353814_2307826_singleton_obj.png	animals_plantes	cavall	{'cavall': 9, 'cotxe': 1}	10	test	0.9	0.5	{'cavall': 8, 'cotxe': 1, 'caball': 1, 'animal': 1}
9204	2353819	1793678	http://object-naming-amore.upf.edu//2353819_1793678_supercat_ambiguous.png	vehicles	vehicle	{'vehicle': 3, 'camioneta': 3, 'furgoneta': 2, 'escales': 2}	10	test	0.3	0.16666666666666666	{'camioneta': 3, 'furgoneta': 2, 'escales': 2, 'vehicle': 2, 'objecte': 1, 'vehícle': 1}
9225	2353876	3229710	http://object-naming-amore.upf.edu//2353876_3229710_supercat_unique.png	roba	samarreta	{'samarreta': 7, 'bufanda': 2, 'noia': 1}	10	test	0.7	0.25	{'samarreta': 7, 'bufanda': 2, 'persona': 1, 'noia, persona': 1}
9233	2353903	2309459	http://object-naming-amore.upf.edu//2353903_2309459_singleton_obj.png	animals_plantes	gat	{'gat': 9}	9	test	1.0	1.0	{'gat': 8, 'distret': 1, 'animal': 1, 'gat, animal': 1}
9251	2353969	2322811	http://object-naming-amore.upf.edu//2353969_2322811_singleton_obj.png	animals_plantes	gos	{'gos': 9, 'husky': 1}	10	test	0.9	0.5	{'gos': 8, 'husky': 1, 'animal': 1, 'gos, animal': 1}
9267	2354029	2157520	http://object-naming-amore.upf.edu//2354029_2157520_singleton_obj.png	menjar	pa	{'pa': 7, 'entrepà': 2, 'menjar': 1}	10	test	0.7	0.6666666666666666	{'pa': 4, 'pà': 3, 'entrepà': 2, 'objecte': 1, 'menjar': 1}
9276	2354055	2573567	http://object-naming-amore.upf.edu//2354055_2573567_singleton_obj.png	vehicles	camió	{'camió': 7, 'escombraries': 1, 'càrrega': 1, 'remolc': 1}	10	test	0.7	0.5	{'camió': 6, 'escombraries': 1, 'camio': 1, 'càrrega': 1, 'objecte': 1, 'remolc': 1}
9279	2354060	1934167	http://object-naming-amore.upf.edu//2354060_1934167_singleton_obj.png	casa	taula	{'taula': 5, 'escriptori': 3, 'dents': 1, 'gominoles': 1}	10	test	0.5	0.5	{'taula': 5, 'escriptori': 3, 'dents': 1, 'guminoles': 1, 'objecte': 1}
9289	2354085	3575039	http://object-naming-amore.upf.edu//2354085_3575039_singleton_obj.png	menjar	entrepà	{'entrepà': 9}	9	test	1.0	0.5	{'entrepà': 8, 'sa': 1, 'entrepa': 1, 'objecte': 1}
9314	2354184	2294077	http://object-naming-amore.upf.edu//2354184_2294077_supercat_ambiguous.png	vehicles	tren	{'tren': 9}	9	test	1.0	1.0	{'tren': 8, 'divertit': 1, 'objecte': 1, 'tren, vagoneta': 1}
9332	2354226	840235	http://object-naming-amore.upf.edu//2354226_840235_supercat_unique.png	casa	taula	{'taula': 8, 'carn': 1, 'entrepà': 1}	10	test	0.8	0.3333333333333333	{'taula': 8, 'carn': 1, 'entrepa': 1, 'objecte': 1}
9343	2354269	839900	http://object-naming-amore.upf.edu//2354269_839900_singleton_obj.png	roba	corbata	{'corbata': 10}	10	test	1.0	1.0	{'corbata': 10, 'persona': 1}
9364	2354346	3777606	http://object-naming-amore.upf.edu//2354346_3777606_supercat_ambiguous.png	animals_plantes	paó	"{'paó': 5, 'au': 2, 'ocell': 1, ""gall d'indi"": 1}"	9	test	0.5555555555555556	0.5	"{'paó': 5, 'au': 2, 'amor': 1, 'ocell': 1, 'animal': 1, ""gall d'indi, ocell, au"": 1}"
9434	2354570	1839133	http://object-naming-amore.upf.edu//2354570_1839133_singleton_obj.png	animals_plantes	vaca	{'vaca': 10}	10	test	1.0	0.5	{'vaca': 10, 'animal': 1}
9492	2354750	1718650	http://object-naming-amore.upf.edu//2354750_1718650_singleton_obj.png	casa	lleopard	{'lleopard': 1, 'rentamans': 1, 'lavabo': 1}	3	test	0.3333333333333333	0.2	{'pica': 7, 'lleopard': 1, 'renta mans': 1, 'lavabo': 1, 'objecte': 1}
9501	2354780	835603	http://object-naming-amore.upf.edu//2354780_835603_singleton_obj.png	vehicles	retrovisor	{'retrovisor': 8, 'gat': 2}	10	test	0.8	0.25	{'retrovisor': 7, 'gat': 2, 'animal': 1, 'retrovisor, cotxe, vehicle': 1}
9504	2354786	2260042	http://object-naming-amore.upf.edu//2354786_2260042_singleton_obj.png	vehicles	cotxe	{'cotxe': 8, 'policia': 1, 'vehicle': 1}	10	test	0.8	0.5	{'cotxe': 8, 'policia': 1, 'objecte': 1, 'vehicle, cotxe': 1}
9538	2354892	834679	http://object-naming-amore.upf.edu//2354892_834679_supercat_ambiguous.png	vehicles	furgoneta	{'furgoneta': 9, 'vehicle': 1}	10	test	0.9	0.4	{'furgoneta': 9, 'objecte': 1, 'vehicle, furgoneta': 1}
9540	2354896	2582712	http://object-naming-amore.upf.edu//2354896_2582712_supercat_unique.png	edificis	tenda	{'tenda': 2, 'tenda de campanya': 2, 'tendes de campanya': 2, 'tendal': 1, 'motorista': 1, 'tendes': 1, 'campament': 1}	10	test	0.2	0.14285714285714285	{'tenda de campanya': 2, 'tendes de campanya': 2, 'tenda': 1, 'tendal': 1, 'motorista': 1, 'tendes': 1, 'persona': 1, 'tenda, toldo': 1, 'campament': 1}
9578	2355034	2540076	http://object-naming-amore.upf.edu//2355034_2540076_seed_ambiguous.png	vehicles	avió	{'avió': 10}	10	test	1.0	0.5	{'avió': 9, 'avio': 1, 'objecte': 1}
9629	2355254	831278	http://object-naming-amore.upf.edu//2355254_831278_singleton_obj.png	animals_plantes	zebra	{'zebra': 10}	10	test	1.0	1.0	{'zebra': 10, 'animal': 1}
9691	2355530	3567938	http://object-naming-amore.upf.edu//2355530_3567938_singleton_obj.png	casa	sofà	{'sofà': 9}	9	test	1.0	0.5	{'sofà': 8, 'cara': 1, 'sofa': 1, 'objecte': 1}
9714	2355626	1685204	http://object-naming-amore.upf.edu//2355626_1685204_singleton_obj.png	animals_plantes	girafa	{'girafa': 10}	10	test	1.0	1.0	{'girafa': 9, 'jirafa': 1, 'animal': 1}
9735	2355705	1899282	http://object-naming-amore.upf.edu//2355705_1899282_supercat_ambiguous.png	menjar	menjar	{'menjar': 4, 'pizza': 2, 'gratinat': 1, 'condiment': 1}	8	test	0.5	0.5	{'menjar': 4, 'formatge': 2, 'pizza': 2, 'gratinat': 1, 'condiment': 1, 'objecte': 1}
9754	2355779	2086091	http://object-naming-amore.upf.edu//2355779_2086091_singleton_obj.png	vehicles	tren	{'tren': 9, 'locomotora': 1}	10	test	0.9	0.3333333333333333	{'tren': 9, 'locomotora': 1, 'objecte': 1}
9780	2355872	2380078	http://object-naming-amore.upf.edu//2355872_2380078_supercat_ambiguous.png	gent	noia	{'noia': 3, 'dona': 3, 'cantant': 1, 'locutora': 1, 'presentadora': 1, 'persona': 1}	10	test	0.3	0.14285714285714285	{'noia': 3, 'dona': 3, 'cantant': 1, 'lucotora': 1, 'presentadora': 1, 'persona': 1, 'persona, noia': 1}
9791	2355930	825237	http://object-naming-amore.upf.edu//2355930_825237_singleton_obj.png	vehicles	cotxe	{'cotxe': 9, 'vehicle': 1}	10	test	0.9	0.3333333333333333	{'cotxe': 9, 'vehicle': 1, 'objecte': 1}
9812	2356032	2471612	http://object-naming-amore.upf.edu//2356032_2471612_singleton_obj.png	casa	got	{'got': 7, 'vi': 1, 'refresc': 1, 'cafè': 1}	10	test	0.7	0.16666666666666666	{'got': 6, 'vi': 1, 'refresc': 1, 'cafè': 1, 'objecte': 1, 'got, beguda': 1}
9879	2356283	3563085	http://object-naming-amore.upf.edu//2356283_3563085_seed_ambiguous.png	casa	escriptori	{'escriptori': 7, 'taula': 1}	8	test	0.875	1.0	{'escriptori': 7, 'teclat': 2, 'objecte': 1, 'taula': 1}
9950	2356562	819339	http://object-naming-amore.upf.edu//2356562_819339_singleton_obj.png	casa	cortina	{'cortina': 9}	9	test	1.0	0.3333333333333333	{'cortina': 9, 'flors': 1, 'objecte': 1}
9953	2356572	819226	http://object-naming-amore.upf.edu//2356572_819226_singleton_obj.png	casa	lavabo	{'lavabo': 4, 'pica': 2, 'taulell': 1, 'bany': 1, 'marbre': 1}	9	test	0.4444444444444444	0.3333333333333333	{'lavabo': 4, 'pica': 2, 'taulell': 1, 'disseny': 1, 'objecte': 1, 'bany, pica': 1, 'marbre': 1}
10008	2356779	817460	http://object-naming-amore.upf.edu//2356779_817460_supercat_unique.png	roba	camisa	{'camisa': 10}	10	test	1.0	1.0	{'camisa': 10, 'persona': 1}
10011	2356785	2118374	http://object-naming-amore.upf.edu//2356785_2118374_singleton_obj.png	vehicles	barca	{'barca': 6, 'vaixell': 3, 'llanxa': 1}	10	test	0.6	0.3333333333333333	{'barca': 6, 'vaixell': 3, 'llanxa': 1, 'objecte': 1}
10044	2356915	816405	http://object-naming-amore.upf.edu//2356915_816405_singleton_obj.png	vehicles	cotxe	{'cotxe': 9, 'cotxes': 1}	10	test	0.9	0.5	{'cotxe': 9, 'cotxes': 1, 'animal': 1}
10066	2356990	1658757	http://object-naming-amore.upf.edu//2356990_1658757_supercat_unique.png	roba	samarreta	{'samarreta': 4, 'camisa': 3, 'esquena': 1, 'persona': 1}	9	test	0.4444444444444444	0.25	{'samarreta': 4, 'camisa': 3, 'esquena': 1, 'persona': 1, 'persona, conductor': 1, 'home': 1}
10069	2357001	2104686	http://object-naming-amore.upf.edu//2357001_2104686_seed_ambiguous.png	menjar	dònut	{'dònut': 8, 'pasta': 1, 'berlina': 1}	10	test	0.8	0.0	{'donut': 7, 'pasta': 1, 'objecte': 1, 'berlina, pasta': 1, 'dònut': 1}
10093	2357082	2140307	http://object-naming-amore.upf.edu//2357082_2140307_singleton_obj.png	animals_plantes	girafa	{'girafa': 9}	9	test	1.0	0.5	{'girafa': 8, 'menjadora': 1, 'animal': 1, 'girafamir': 1}
10100	2357118	1991562	http://object-naming-amore.upf.edu//2357118_1991562_seed_ambiguous.png	vehicles	vaixell	{'vaixell': 6, 'barca': 3}	9	test	0.6666666666666666	0.5	{'vaixell': 6, 'barca': 3, 'extranger': 1, 'objecte': 1}
10102	2357123	814731	http://object-naming-amore.upf.edu//2357123_814731_singleton_obj.png	gent	tennista	{'tennista': 5, 'noia': 3, 'persona': 1, 'dona': 1}	10	test	0.5	0.14285714285714285	{'tenista': 5, 'noia': 3, 'persona': 1, 'persona, tenista': 1, 'dona': 1}
10109	2357139	814565	http://object-naming-amore.upf.edu//2357139_814565_singleton_obj.png	casa	cortina	{'cortina': 9, 'cortines': 1}	10	test	0.9	0.5	{'cortina': 9, 'cortines': 1, 'animal': 1}
10131	2357249	813569	http://object-naming-amore.upf.edu//2357249_813569_singleton_obj.png	animals_plantes	cavalls	{'cavalls': 7, 'cavall': 3}	10	test	0.7	0.5	{'cavalls': 6, 'cavall': 3, 'caballs': 1, 'animal': 1}
10182	2357459	2418347	http://object-naming-amore.upf.edu//2357459_2418347_supercat_unique.png	casa	taula	{'taula': 8, 'sopar': 2}	10	test	0.8	0.5	{'taula': 8, 'sopar': 2, 'objecte': 1}
10202	2357516	811425	http://object-naming-amore.upf.edu//2357516_811425_singleton_obj.png	vehicles	retrovisor	{'retrovisor': 4, 'vehicle': 3, 'gespa': 1, 'mirall': 1, 'cotxe': 1}	10	test	0.4	0.42857142857142855	{'retrovisor': 3, 'vehicle': 3, 'gespa': 1, 'mirall': 1, 'animal': 1, 'retrovisor, cotxe': 1, 'cotxe': 1}
10203	2357517	3553055	http://object-naming-amore.upf.edu//2357517_3553055_seed_ambiguous.png	gent	dona	{'dona': 6, 'noia': 2, 'cuinera': 1}	9	test	0.6666666666666666	0.25	{'dona': 6, 'noia': 1, 'netejar': 1, 'cuinera': 1, 'persona': 1, 'noia, dona, persona': 1}
10242	2357667	810053	http://object-naming-amore.upf.edu//2357667_810053_supercat_unique.png	roba	corbata	{'corbata': 10}	10	test	1.0	1.0	{'corbata': 10}
10255	2357724	809331	http://object-naming-amore.upf.edu//2357724_809331_supercat_unique.png	gent	nena	{'nena': 8, 'raspallet': 1, 'infant': 1}	10	test	0.8	0.2	{'nena': 7, 'raspallet': 1, 'nena rentant-se les dents': 1, 'infant': 1}
10274	2357792	2392560	http://object-naming-amore.upf.edu//2357792_2392560_seed_ambiguous.png	animals_plantes	vaca	{'vaca': 7, 'orelles': 1, 'vedella': 1, 'vedell': 1}	10	test	0.7	0.25	{'vaca': 7, 'orelles': 1, 'vedella': 1, 'vedell': 1}
10276	2357801	2279202	http://object-naming-amore.upf.edu//2357801_2279202_singleton_obj.png	casa	cara	{'cara': 2, 'armaris': 2, 'llengua': 1, 'armaris de cuina': 1, 'armari': 1, 'armariets': 1}	8	test	0.25	0.16666666666666666	{'cara': 2, 'armaris': 2, 'llengua': 1, 'cap': 1, 'home': 1, 'armaris de cuina': 1, 'armari': 1, 'armariets': 1}
10303	2357880	2131550	http://object-naming-amore.upf.edu//2357880_2131550_supercat_ambiguous.png	gent	noi	{'noi': 4, 'skater': 2, 'patinador': 2, 'patí': 1, 'monopatinador': 1}	10	test	0.4	0.16666666666666666	{'noi': 4, 'skater': 2, 'patinador': 2, 'skate': 1, 'monopatinador': 1}
10307	2357888	807839	http://object-naming-amore.upf.edu//2357888_807839_supercat_unique.png	casa	taula	{'taula': 6, 'raïm': 1}	7	test	0.8571428571428571	0.5	{'taula': 6, 'pastís': 3, 'raïm': 1}
10318	2357928	2387899	http://object-naming-amore.upf.edu//2357928_2387899_singleton_obj.png	gent	dona	{'dona': 9, 'vestit': 1}	10	test	0.9	0.5	{'dona': 9, 'vestit': 1}
10321	2357939	807499	http://object-naming-amore.upf.edu//2357939_807499_seed_ambiguous.png	menjar	pastís	{'pastís': 5, 'pa de pessic': 2, 'maduixa': 1, 'tros': 1, 'tall de pastís': 1}	10	test	0.5	0.14285714285714285	{'pastís': 4, 'pa de pessic': 2, 'maduixa': 1, 'tros': 1, 'tortada': 1, 'tall de pastís': 1}
10362	2358083	3274546	http://object-naming-amore.upf.edu//2358083_3274546_singleton_obj.png	animals_plantes	vaca	{'vaca': 6, 'vedell': 2, 'zebú': 1, 'nyu': 1}	10	test	0.6	0.2	{'vaca': 6, 'vedell': 2, 'cebú': 1, 'nyu': 1}
10519	2358632	800633	http://object-naming-amore.upf.edu//2358632_800633_singleton_obj.png	edificis	casa	{'casa': 8, 'senyal': 2}	10	test	0.8	0.3333333333333333	{'casa': 8, 'senyal': 2}
10597	2358894	798056	http://object-naming-amore.upf.edu//2358894_798056_supercat_unique.png	roba	samarreta	{'samarreta': 7, 'anell': 1, 'ratolí': 1, 'suèter': 1}	10	test	0.7	0.16666666666666666	{'samarreta': 6, 'anell': 1, 'samarreta negra': 1, 'ratolí': 1, 'suèter': 1}
10602	2358910	2246414	http://object-naming-amore.upf.edu//2358910_2246414_singleton_obj.png	menjar	pastís	{'pastís': 9, 'espelmes': 1}	10	test	0.9	0.5	{'pastís': 9, 'espelmes': 1}
10619	2358978	1974167	http://object-naming-amore.upf.edu//2358978_1974167_singleton_obj.png	menjar	pa	"{'pa': 4, 'enciam': 2, ""pa d'hamburguesa"": 1, 'pastisset': 1, 'panet': 1, 'menjar': 1}"	10	test	0.4	0.3333333333333333	"{'enciam': 2, 'pa': 2, 'pà': 2, ""pà d'hamburgesa"": 1, 'pastísset': 1, 'panet': 1, 'menjar': 1}"
10625	2359002	3271135	http://object-naming-amore.upf.edu//2359002_3271135_singleton_obj.png	animals_plantes	os	{'os': 10}	10	test	1.0	0.0	{'ós': 7, 'os': 3}
10632	2359038	3540538	http://object-naming-amore.upf.edu//2359038_3540538_singleton_obj.png	animals_plantes	gos	"{'gos': 8, 'disc': 1, ""gos d'aigües"": 1}"	10	test	0.8	0.3333333333333333	"{'gos': 7, 'disc': 1, 'gos agafant frisbie': 1, ""gos d'aigües"": 1}"
